Year,Region,ProvinceCode,Province,Hgender,HAge,HLiterate,HEduYears,HEduLevel,HActivityState,HMarritalState,HEmployed,HUnemployed,HIncomeWOWork,Size,NKids,TotalIncome,EqSizeOECD,EqSizeRevOECD,NetExpenditure,NetIncome,PipedWater,Electricity,CookingFuel,HeatFuel,HotWaterFuel,HouseOwn,RoomCount,Area
92,Rural,8,Kerman,Male,32,1,6,Primary,Employed,Married,1,0,0,5,3,32000000,3.2,2.4,66338000,69550000,1,1,3,11,21,Free,3,40
92,Rural,30,Alborz,Male,56,0,0,Illiterate,Employed,Married,1,0,0,4,0,125000000,3.1,2.5,80856000,164640000,1,1,4,14,24,Rental,4,85
92,Rural,12,Kurdistan,Male,30,1,9,Secondary,Employed,Married,1,0,0,3,1,60000000,2.2,1.8,65065844,87313164,NA,1,4,14,24,Free,3,70
92,Rural,5,Kermanshah,Male,50,1,6,Primary,Employed,Married,1,0,0,9,4,78850000,5.8,4.2,157641604,164473104,1,1,3,11,21,House,3,80
92,Rural,11,Sistan & Baluchistan,Male,41,0,0,Illiterate,Employed,Married,1,0,0,7,5,19450000,4.2,3,106173616,69536616,1,1,3,11,21,House,3,65
92,Rural,11,Sistan & Baluchistan,Male,38,1,6,Primary,Employed,Married,1,0,0,5,3,28800000,3.2,2.4,81929940,75480940,1,1,3,15,23,House,3,42
92,Rural,1,Guilan,Male,29,1,8,Secondary,Employed,Married,1,0,0,4,2,61000000,2.7,2.1,69433964,90568164,NA,1,4,14,24,House,4,110
92,Rural,22,Hormozgan,Male,22,1,6,Primary,Employed,Married,1,0,0,2,0,36000000,1.7,1.5,54692000,56750000,1,1,3,20,30,Free,2,45
92,Rural,8,Kerman,Male,35,1,12,Secondary,Employed,Married,1,0,0,5,3,32500000,3.2,2.4,85374740,74671940,1,1,3,11,25,House,2,60
92,Rural,5,Kermanshah,Female,60,0,0,Illiterate,Housekeeper,Widowed,0,0,0,4,0,93400000,3.1,2.5,79775552,132241552,1,1,3,11,23,House,4,100
92,Rural,22,Hormozgan,Male,43,1,6,Primary,Employed,Married,1,0,0,4,2,48000000,2.7,2.1,71072852,74977552,1,1,3,15,23,House,2,55
92,Rural,6,Khouzestan,Male,52,1,3,Primary,Employed,Married,1,0,0,7,2,9400000,4.8,3.6,129148716,67130716,1,1,4,14,24,House,4,100
92,Rural,0,Markazi,Male,91,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,19700000,1.7,1.5,58002776,36208776,1,1,3,11,23,House,3,50
92,Rural,22,Hormozgan,Male,54,0,0,Illiterate,Employed,Married,1,0,0,6,1,48000000,4.3,3.3,120152000,109050000,1,1,3,13,23,House,4,130
92,Rural,15,Lorestan,Male,66,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,82000000,1.7,1.5,39199000,106620000,1,1,4,14,24,House,3,60
92,Rural,10,Isfahan,Female,75,0,0,Illiterate,Housekeeper,Widowed,0,0,0,1,0,8400000,1,1,40895800,29110000,1,1,4,14,24,House,4,150
92,Rural,25,Qom,Male,43,1,6,Primary,Employed,Married,1,0,0,5,3,101000000,3.2,2.4,82941940,151081940,1,1,4,14,24,House,3,100
92,Rural,22,Hormozgan,Male,43,1,6,Primary,Unemployed,Married,0,1,0,8,3,0,5.3,3.9,151240000,60480000,NA,1,3,15,25,House,3,80
92,Rural,3,East Azerbaijan,Male,74,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,37020000,1.7,1.5,55454776,63548776,1,1,3,11,21,House,2,60
92,Rural,0,Markazi,Male,25,1,6,Primary,Employed,Married,1,0,0,3,1,35000000,2.2,1.8,-11000836,62313164,1,1,4,14,24,House,3,70
92,Rural,24,Ardebil,Male,77,0,0,Illiterate,Employed,Married,1,0,0,2,0,22850000,1.7,1.5,66129776,54858776,1,1,3,11,23,House,4,66
92,Rural,1,Guilan,Male,80,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,21000000,1.7,1.5,58791040,47740000,NA,1,4,14,24,House,4,100
92,Rural,8,Kerman,Male,60,0,0,Illiterate,Employed,Married,1,0,0,3,0,51700000,2.4,2,69966164,87221164,1,1,3,11,21,House,5,120
92,Rural,24,Ardebil,Male,38,1,9,Secondary,Employed,Married,1,0,0,5,3,47810000,3.2,2.4,65832940,91931940,1,1,3,17,27,House,3,60
92,Rural,10,Isfahan,Female,58,0,0,Illiterate,Housekeeper,Divorced,0,0,0,2,0,7000000,1.7,1.5,57639156,30008756,1,1,4,14,24,House,4,100
92,Rural,11,Sistan & Baluchistan,Male,33,1,9,Secondary,Unemployed,Married,0,1,0,3,0,3500000,2.4,2,78181164,44663164,NA,1,3,11,21,House,2,50
92,Rural,29,South Khorasan,Male,44,1,4,Primary,Employed,Married,1,0,0,7,5,36500000,4.2,3,108090916,96958716,1,1,3,11,23,House,4,80
92,Rural,28,North Khorasan,Male,52,0,0,Illiterate,Employed,Married,1,0,0,2,0,11900000,1.7,1.5,52210776,29048776,1,1,4,14,24,House,3,80
92,Rural,15,Lorestan,Female,29,1,9,Secondary,Income without Work,Married,0,0,1,4,2,100000000,2.7,2.1,79267552,143697552,1,1,4,14,24,Free,4,150
92,Rural,2,Mazandaran,Male,27,1,6,Primary,Employed,Married,1,0,0,3,1,42500000,2.2,1.8,61277364,65973164,NA,1,4,14,24,Free,2,20
92,Rural,15,Lorestan,Male,48,1,5,Primary,Employed,Married,1,0,0,5,2,74700000,3.4,2.6,107350000,121658000,1,1,4,14,24,House,3,90
92,Rural,8,Kerman,Male,45,1,6,Primary,Employed,Married,1,0,0,5,3,45500000,3.2,2.4,71919940,98979940,1,1,3,11,21,House,2,40
92,Rural,15,Lorestan,Male,64,0,0,Illiterate,Employed,Married,1,0,0,3,0,25000000,2.4,2,47282164,47513164,1,1,3,13,23,House,4,90
92,Rural,17,Kohgiluye & Boyerahmad,Male,35,1,5,Primary,Employed,Married,1,0,0,5,3,95000000,3.2,2.4,111281940,129521940,1,1,3,13,23,House,3,90
92,Rural,6,Khouzestan,Male,52,1,3,Primary,Employed,Married,1,0,0,6,1,90000000,4.3,3.3,103796328,143234328,1,1,3,15,25,House,6,150
92,Rural,14,Chaharmahal & Bakhtiari,Male,41,1,4,Primary,Employed,Married,1,0,0,5,3,40000000,3.2,2.4,88463940,87471940,1,1,4,14,24,House,3,150
92,Rural,0,Markazi,Female,65,0,0,Illiterate,Employed,Widowed,1,0,0,3,0,36150000,2.4,2,49743164,60433164,1,1,4,14,24,House,4,80
92,Rural,22,Hormozgan,Male,30,1,8,Secondary,Employed,Married,1,0,0,3,1,48000000,2.2,1.8,70147164,70723164,1,1,3,20,25,Rental,4,85
92,Rural,29,South Khorasan,Female,83,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,7500000,1,1,38917388,18992388,1,1,3,11,21,House,1,15
92,Rural,12,Kurdistan,Male,36,1,6,Primary,Employed,Married,1,0,0,3,1,46000000,2.2,1.8,74117764,84425164,1,1,4,14,24,House,2,50
92,Rural,17,Kohgiluye & Boyerahmad,Male,50,0,0,Illiterate,Employed,Married,1,0,0,5,0,91800000,3.8,3,106157940,134411940,1,1,3,11,21,House,5,110
92,Rural,12,Kurdistan,Male,40,1,12,Secondary,Employed,Married,1,0,0,4,2,36000000,2.7,2.1,78147952,74817552,1,1,4,14,24,House,4,120
92,Rural,17,Kohgiluye & Boyerahmad,Male,48,1,2,Primary,Employed,Married,1,0,0,5,3,77800000,3.2,2.4,89088940,126819940,1,1,3,11,21,House,5,110
92,Rural,7,Fars,Male,23,1,8,Secondary,Employed,Married,1,0,0,3,1,31000000,2.2,1.8,73248164,71993164,NA,NA,3,11,23,House,1,20
92,Rural,14,Chaharmahal & Bakhtiari,Male,58,1,3,Primary,Income without Work,Married,0,0,1,2,0,20000000,1.7,1.5,59914776,42828776,1,1,4,14,24,House,3,200
92,Rural,10,Isfahan,Male,38,1,6,Primary,Employed,Married,1,0,0,5,3,40000000,3.2,2.4,62150500,113429000,1,1,4,14,24,House,4,140
92,Rural,13,Hamedan,Male,27,1,6,Primary,Employed,Married,1,0,0,4,2,30000000,2.7,2.1,22359552,55552552,1,1,4,14,24,House,3,64
92,Rural,6,Khouzestan,Male,37,1,6,Primary,Employed,Married,1,0,0,8,6,30000000,4.7,3.3,105151104,94435104,1,1,3,15,25,House,5,120
92,Rural,5,Kermanshah,Male,37,1,6,Primary,Employed,Married,1,0,0,3,1,20000000,2.2,1.8,62189964,49365164,1,1,3,11,23,Bonded,3,70
92,Rural,9,Razavi Khorasan,Male,90,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,10000000,1.7,1.5,60470000,29480000,1,1,3,11,23,House,3,100
92,Rural,7,Fars,Male,73,0,0,Illiterate,Employed,Married,1,0,0,3,0,14600000,2.4,2,79703000,54098000,1,1,4,14,24,House,5,100
92,Rural,5,Kermanshah,Male,64,0,0,Illiterate,Employed,Married,1,0,0,6,1,99200000,4.3,3.3,124253928,162826328,1,1,3,11,23,House,3,40
92,Rural,18,Boushehr,Male,60,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,1600000,1,1,25213456,14392656,1,1,3,11,25,House,3,48
92,Rural,5,Kermanshah,Male,38,1,4,Primary,Employed,Married,1,0,0,4,2,36000000,2.7,2.1,73633752,69225552,1,1,3,11,21,House,3,50
92,Rural,13,Hamedan,Male,51,1,6,Primary,Employed,Married,1,0,0,3,0,100000000,2.4,2,83968164,125273164,1,1,4,14,24,House,4,100
92,Rural,15,Lorestan,Male,39,1,9,Secondary,Income without Work,Married,0,0,1,5,3,12000000,3.2,2.4,87505940,54301940,1,1,4,14,24,Free,3,28
92,Rural,13,Hamedan,Male,45,1,8,Secondary,Income without Work,Married,0,0,1,5,3,9000000,3.2,2.4,87908940,50961940,1,1,4,14,24,House,3,56
92,Rural,11,Sistan & Baluchistan,Male,25,0,0,Illiterate,Unemployed,Married,0,1,0,2,0,0,1.7,1.5,56688776,19448776,NA,1,3,15,23,House,1,24
92,Rural,19,Zanjan,Male,60,0,0,Illiterate,Income without Work,Widowed,0,0,1,2,1,6000000,1.5,1.3,49672776,24848776,1,1,3,11,21,House,2,50
92,Rural,15,Lorestan,Male,38,1,4,Primary,Employed,Married,1,0,0,5,3,18000000,3.2,2.4,67068000,56145000,1,1,3,11,23,House,3,65
92,Rural,24,Ardebil,Male,59,1,5,Primary,Employed,Married,1,0,0,5,0,166600000,3.8,3,125062940,231911940,1,1,4,14,24,House,4,90
92,Rural,20,Semnan,Male,77,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,60000000,1.7,1.5,62905000,88520000,1,1,4,14,24,House,4,150
92,Rural,4,West Azerbaijan,Male,81,0,0,Illiterate,Employed,Married,1,0,0,2,0,15000000,1.7,1.5,137814776,49348776,1,1,3,11,21,House,2,50
92,Rural,17,Kohgiluye & Boyerahmad,Male,50,0,0,Illiterate,Employed,Married,1,0,0,5,3,30000000,3.2,2.4,96769940,76281940,1,1,3,11,26,House,3,90
92,Rural,7,Fars,Female,62,0,0,Illiterate,Income without Work,Widowed,0,0,1,2,0,48000000,1.7,1.5,44592776,71800776,1,1,3,11,23,House,4,110
92,Rural,28,North Khorasan,Male,43,1,4,Primary,Employed,Married,1,0,0,8,5,95000000,4.9,3.5,138271104,208635104,1,1,3,11,23,House,5,120
92,Rural,19,Zanjan,Male,29,1,6,Primary,Employed,Married,1,0,0,3,1,35000000,2.2,1.8,66504164,62673164,1,1,4,14,24,House,3,75
92,Rural,7,Fars,Male,51,1,9,Secondary,Employed,Married,1,0,0,4,2,33245000,2.7,2.1,78885552,82346552,NA,1,3,11,26,House,3,30
92,Rural,4,West Azerbaijan,Male,36,1,9,Secondary,Employed,Married,1,0,0,4,2,108000000,2.7,2.1,85954352,139497552,1,1,4,14,24,Free,4,100
92,Rural,26,Qazvin,Male,38,1,6,Primary,Employed,Married,1,0,0,5,2,137100000,3.4,2.6,124996940,207809940,1,1,4,14,24,House,3,80
92,Rural,15,Lorestan,Male,49,1,9,Secondary,Employed,Married,1,0,0,4,2,36000000,2.7,2.1,81816552,71897552,1,1,3,11,21,Free,1,18
92,Rural,8,Kerman,Female,52,1,6,Primary,Income without Work,Widowed,0,0,1,1,0,66000000,1,1,36266000,84160000,1,1,4,14,24,House,2,100
92,Rural,1,Guilan,Male,45,0,0,Illiterate,Employed,Married,1,0,0,4,1,72000000,2.9,2.3,78725000,105080000,1,1,4,14,24,House,3,100
92,Rural,0,Markazi,Female,45,1,5,Primary,Employed,Divorced,1,0,0,1,0,40450000,1,1,39639188,66781188,1,1,4,14,24,Rental,1,30
92,Rural,25,Qom,Male,38,1,6,Primary,Employed,Married,1,0,0,2,0,65000000,1.7,1.5,87616776,92808776,1,1,4,14,24,House,3,100
92,Rural,13,Hamedan,Male,43,1,6,Primary,Employed,Married,1,0,0,2,0,40000000,1.7,1.5,58477176,60048776,1,1,3,13,23,House,3,60
92,Rural,17,Kohgiluye & Boyerahmad,Male,32,1,9,Secondary,Employed,Married,1,0,0,4,2,37000000,2.7,2.1,92583552,80817552,1,1,6,16,26,Free,4,120
92,Rural,8,Kerman,Male,53,1,6,Primary,Employed,Married,1,0,0,5,3,40000000,3.2,2.4,94891964,85171940,1,1,3,11,23,House,3,45
92,Rural,1,Guilan,Female,77,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,28800000,1,1,43531160,54980000,1,1,4,14,24,House,3,70
92,Rural,10,Isfahan,Female,78,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,5500000,1,1,40285188,15204388,1,1,4,14,24,House,3,70
92,Rural,9,Razavi Khorasan,Male,39,1,4,Primary,Employed,Married,1,0,0,3,1,77600000,2.2,1.8,140998836,113403164,1,1,4,14,24,House,4,100
92,Rural,29,South Khorasan,Female,82,0,0,Illiterate,Income without Work,Widowed,0,0,1,2,0,10000000,1.7,1.5,60334776,32468776,NA,1,3,11,21,Free,4,70
92,Rural,23,Tehran,Male,42,0,0,Illiterate,Employed,Married,1,0,0,5,2,110000000,3.4,2.6,88915000,1.10E+08,1,1,4,14,24,ToServe,3,60
92,Rural,19,Zanjan,Male,24,1,12,Secondary,Employed,Divorced,1,0,0,1,0,36000000,1,1,41398588,49624388,1,1,3,11,21,Free,2,40
92,Rural,29,South Khorasan,Male,35,1,6,Primary,Employed,Married,1,0,0,6,4,18000000,3.7,2.7,65319328,61766328,1,1,3,11,21,Rental,1,9
92,Rural,15,Lorestan,Male,42,1,5,Primary,Employed,Married,1,0,0,5,1,22500000,3.6,2.8,110934940,71731940,1,1,3,11,23,House,5,100
92,Rural,28,North Khorasan,Male,47,0,0,Illiterate,Employed,Married,1,0,0,8,5,51000000,4.9,3.5,41111200,99480000,1,1,4,14,24,House,3,85
92,Rural,5,Kermanshah,Male,45,0,0,Illiterate,Employed,Married,1,0,0,5,1,73810000,3.6,2.8,101800940,129555940,1,1,4,14,24,House,4,100
92,Rural,17,Kohgiluye & Boyerahmad,Male,41,1,9,Secondary,Employed,Married,1,0,0,4,2,70200000,2.7,2.1,84117552,110745552,1,1,3,11,21,House,5,115
92,Rural,2,Mazandaran,Male,37,1,12,Secondary,Employed,Married,1,0,0,4,2,84250000,2.7,2.1,63455952,118762552,NA,1,4,14,24,House,3,75
92,Rural,7,Fars,Male,71,1,3,Primary,Employed,Married,1,0,0,2,0,40000000,1.7,1.5,61792776,59408776,1,1,4,14,24,House,5,120
92,Rural,0,Markazi,Male,31,1,6,Primary,Employed,Married,1,0,0,3,1,33290000,2.2,1.8,58233164,63063164,1,1,4,14,24,House,3,90
92,Rural,11,Sistan & Baluchistan,Female,46,0,0,Illiterate,Housekeeper,Married,0,0,0,2,1,0,1.5,1.3,51317776,27349776,NA,1,3,15,23,House,2,24
92,Rural,0,Markazi,Male,53,0,0,Illiterate,Employed,Married,1,0,0,3,0,40050000,2.4,2,100139164,64423164,1,1,4,14,24,House,5,120
92,Rural,1,Guilan,Male,65,0,0,Illiterate,Employed,Married,1,0,0,2,0,10000000,1.7,1.5,56928176,28247176,1,1,4,14,24,House,4,90
92,Rural,24,Ardebil,Male,35,1,12,Secondary,Employed,Married,1,0,0,4,2,96460000,2.7,2.1,86445552,149677552,1,1,3,11,21,House,3,80
92,Rural,3,East Azerbaijan,Female,81,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,6400000,1,1,42901588,19964388,1,1,3,11,21,Free,1,20
92,Rural,29,South Khorasan,Female,49,0,0,Illiterate,Employed,Widowed,1,0,0,3,1,22000000,2.2,1.8,74589164,52841164,1,1,3,11,21,House,3,70
92,Rural,4,West Azerbaijan,Male,34,1,2,Primary,Employed,Married,1,0,0,5,3,43300000,3.2,2.4,93263164,70823164,NA,1,3,11,21,House,2,80
92,Rural,16,Ilam,Male,77,0,0,Illiterate,Employed,Married,1,0,0,2,0,68000000,1.7,1.5,34619312,88745312,1,1,3,13,23,House,3,100
92,Rural,5,Kermanshah,Male,71,1,6,Primary,Employed,Married,1,0,0,4,2,49000000,2.7,2.1,91042552,109417552,1,1,4,14,24,House,2,40
92,Rural,17,Kohgiluye & Boyerahmad,Female,65,0,0,Illiterate,Income without Work,Widowed,0,0,1,4,1,60000000,2.9,2.3,103477552,98657552,1,1,3,11,26,House,2,32
92,Rural,8,Kerman,Female,66,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,67600000,1,1,30657000,85760000,1,1,4,14,24,House,1,80
92,Rural,22,Hormozgan,Male,81,0,0,Illiterate,Employed,Married,1,0,0,2,0,10500000,1.7,1.5,65650000,46100000,1,1,3,20,25,House,3,80
92,Rural,5,Kermanshah,Male,57,1,6,Primary,Employed,Married,1,0,0,5,1,91500000,3.6,2.8,172138340,140931940,1,1,4,14,24,House,3,60
92,Rural,29,South Khorasan,Male,47,1,3,Primary,Employed,Married,1,0,0,4,2,60000000,2.7,2.1,103269552,98855552,1,1,3,11,21,House,4,75
92,Rural,16,Ilam,Male,79,0,0,Illiterate,Employed,Married,1,0,0,2,0,56500000,1.7,1.5,49906000,84100000,1,1,4,14,24,House,4,120
92,Rural,7,Fars,Male,44,1,9,Secondary,Employed,Married,1,0,0,5,3,77960000,3.2,2.4,83575940,136957940,NA,1,3,11,26,House,3,70
92,Rural,30,Alborz,Male,51,1,6,Primary,Employed,Married,1,0,0,8,4,144000000,5.1,3.7,97465000,1.56E+08,1,1,4,14,24,ToServe,3,45
92,Rural,29,South Khorasan,Male,46,0,0,Illiterate,Employed,Married,1,0,0,3,1,37000000,2.2,1.8,77053164,72263164,1,1,3,11,21,House,4,70
92,Rural,1,Guilan,Female,82,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,16600000,1,1,45708200,34579200,1,1,4,14,24,House,1,15
92,Rural,9,Razavi Khorasan,Male,43,1,5,Primary,Employed,Married,1,0,0,4,2,32400000,2.7,2.1,53863192,72417552,1,1,3,11,23,House,3,110
92,Rural,14,Chaharmahal & Bakhtiari,Male,37,0,0,Illiterate,Employed,Married,1,0,0,6,3,40000000,3.9,2.9,85251028,89286328,1,1,4,14,24,House,2,110
92,Rural,29,South Khorasan,Male,40,1,6,Primary,Employed,Married,1,0,0,4,2,50000000,2.7,2.1,90790152,81897552,1,1,3,11,23,House,5,140
92,Rural,20,Semnan,Male,35,1,5,Primary,Employed,Married,1,0,0,6,4,81000000,3.7,2.7,113482000,8.70E+07,1,1,3,11,23,Free,4,70
92,Rural,6,Khouzestan,Male,54,0,0,Illiterate,Employed,Married,1,0,0,6,1,50500000,4.3,3.3,134076716,107200716,1,1,4,14,24,House,4,150
92,Rural,4,West Azerbaijan,Male,54,1,4,Primary,Employed,Married,1,0,0,6,0,37910000,4.5,3.5,154805528,95884328,1,1,3,11,21,House,3,80
92,Rural,16,Ilam,Male,50,0,0,Illiterate,Employed,Married,1,0,0,4,0,72000000,3.1,2.5,90815200,109200000,1,1,3,11,23,House,4,100
92,Rural,22,Hormozgan,Male,75,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,2500000,1.7,1.5,65978776,31648776,1,1,3,20,25,House,4,130
92,Rural,9,Razavi Khorasan,Male,25,1,6,Primary,Employed,Married,1,0,0,4,2,32000000,2.7,2.1,86514072,61217552,1,1,4,14,24,Free,3,50
92,Rural,30,Alborz,Male,42,1,9,Secondary,Employed,Married,1,0,0,4,2,92000000,2.7,2.1,86930000,157440000,1,1,4,14,24,House,4,90
92,Rural,28,North Khorasan,Male,73,0,0,Illiterate,Employed,Married,1,0,0,5,0,113000000,3.8,3,154169940,171771940,1,1,4,14,24,House,5,100
92,Rural,6,Khouzestan,Male,47,0,0,Illiterate,Employed,Married,1,0,0,7,2,42280000,4.8,3.6,126436716,115370716,1,1,3,15,25,House,6,130
92,Rural,7,Fars,Male,42,1,7,Secondary,Employed,Married,1,0,0,3,1,23500000,2.2,1.8,87779164,63197164,1,1,3,11,23,House,5,140
92,Rural,8,Kerman,Male,69,0,0,Illiterate,Income without Work,Divorced,0,0,1,1,0,68800000,1,1,40764000,84560000,1,1,4,14,24,House,2,130
92,Rural,3,East Azerbaijan,Female,53,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,12000000,1,1,43848388,28024388,1,1,3,11,21,House,2,40
92,Rural,15,Lorestan,Male,34,1,9,Secondary,Employed,Married,1,0,0,5,3,69000000,3.2,2.4,100927940,107001940,1,1,3,11,23,Free,1,21
92,Rural,7,Fars,Male,43,1,6,Primary,Employed,Married,1,0,0,4,1,103300000,2.9,2.3,107022552,142117552,1,1,3,11,23,House,5,110
92,Rural,1,Guilan,Male,79,0,0,Illiterate,Income without Work,Widowed,0,0,1,5,2,71440000,3.4,2.6,133051820,128409940,1,1,4,14,24,House,4,100
92,Rural,4,West Azerbaijan,Male,35,1,9,Secondary,Employed,Married,1,0,0,5,3,56000000,3.2,2.4,49872940,92671940,1,1,3,11,21,House,1,14
92,Rural,28,North Khorasan,Female,23,1,6,Primary,Income without Work,Married,0,0,1,2,1,20000000,1.5,1.3,50970164,26343164,1,1,4,14,24,House,2,36
92,Rural,11,Sistan & Baluchistan,Male,34,1,9,Secondary,Employed,Married,1,0,0,5,3,43200000,3.2,2.4,61535940,81383940,NA,1,3,15,23,House,2,24
92,Rural,0,Markazi,Male,54,1,6,Primary,Employed,Married,1,0,0,1,0,40850000,1,1,38993000,51390000,1,1,4,14,24,House,1,40
92,Rural,24,Ardebil,Male,37,1,6,Primary,Employed,Married,1,0,0,4,2,80700000,2.7,2.1,93166000,129260000,1,1,3,11,21,Free,2,50
92,Rural,30,Alborz,Male,45,1,6,Primary,Employed,Married,1,0,0,3,0,72000000,2.4,2,91503000,1.08E+08,1,1,4,14,24,House,3,75
92,Rural,22,Hormozgan,Female,58,0,0,Illiterate,Housekeeper,Widowed,0,0,0,2,0,38500000,1.7,1.5,51382000,58652000,1,1,3,15,25,House,4,125
92,Rural,29,South Khorasan,Male,45,1,4,Primary,Employed,Married,1,0,0,5,3,29000000,3.2,2.4,117591940,74811940,1,1,3,11,21,House,5,80
92,Rural,30,Alborz,Male,32,1,9,Secondary,Employed,Married,1,0,0,3,1,100000000,2.2,1.8,83832200,154930000,1,1,4,14,24,House,3,75
92,Rural,12,Kurdistan,Male,31,1,9,Secondary,Employed,Married,1,0,0,3,1,68000000,2.2,1.8,86980564,88113164,1,1,4,14,24,Rental,2,60
92,Rural,13,Hamedan,Male,52,1,5,Primary,Employed,Married,1,0,0,4,1,237800000,2.9,2.3,105641552,302067552,1,1,4,14,24,House,6,240
92,Rural,17,Kohgiluye & Boyerahmad,Male,48,1,5,Primary,Employed,Married,1,0,0,5,3,58400000,3.2,2.4,107791940,103771940,1,1,3,11,21,House,5,120
92,Rural,29,South Khorasan,Female,64,0,0,Illiterate,Employed,Widowed,1,0,0,1,0,14500000,1,1,45354388,29652388,1,1,3,11,21,House,3,70
92,Rural,4,West Azerbaijan,Male,45,1,2,Primary,Employed,Married,1,0,0,7,4,10000000,4.4,3.2,150440716,95120716,1,1,3,11,21,House,2,70
92,Rural,3,East Azerbaijan,Male,28,0,0,Illiterate,Employed,Married,1,0,0,4,2,38650000,2.7,2.1,92303552,68357552,1,1,4,14,24,House,2,100
92,Rural,9,Razavi Khorasan,Male,67,1,5,Primary,Income without Work,Married,0,0,1,2,0,44160000,1.7,1.5,58660600,65160000,1,1,4,14,24,House,4,110
92,Rural,19,Zanjan,Male,36,1,9,Secondary,Employed,Married,1,0,0,4,2,75000000,2.7,2.1,85451552,109097552,1,1,4,14,24,House,2,64
92,Rural,28,North Khorasan,Male,33,1,14,University,Employed,Married,1,0,0,3,1,42000000,2.2,1.8,67420164,67723164,1,1,3,11,21,ToServe,3,60
92,Rural,17,Kohgiluye & Boyerahmad,Male,63,0,0,Illiterate,Income without Work,Married,0,0,1,7,0,112000000,5.2,4,212966716,159970716,1,1,3,13,23,House,3,90
92,Rural,22,Hormozgan,Male,53,1,12,Secondary,Employed,Married,1,0,0,5,0,88900000,3.8,3,124218000,151935000,1,1,3,20,25,House,4,120
92,Rural,9,Razavi Khorasan,Male,27,1,9,Secondary,Employed,Married,1,0,0,3,1,64200000,2.2,1.8,82916600,129570000,1,1,4,14,24,Free,3,70
92,Rural,26,Qazvin,Male,84,0,0,Illiterate,Employed,Married,1,0,0,2,0,38225000,1.7,1.5,69427776,77361776,1,1,3,11,23,House,3,60
92,Rural,0,Markazi,Male,63,0,0,Illiterate,Employed,Married,1,0,0,2,0,35350000,1.7,1.5,68787776,55458776,1,1,4,14,24,House,3,90
92,Rural,12,Kurdistan,Male,49,1,5,Primary,Income without Work,Married,0,0,1,5,1,60000000,3.6,2.8,125984940,113441940,1,1,3,11,23,House,3,100
92,Rural,14,Chaharmahal & Bakhtiari,Female,33,1,6,Primary,Income without Work,Married,0,0,1,3,2,18000000,2,1.6,76083000,52140000,1,1,4,14,24,House,3,120
92,Rural,30,Alborz,Male,39,1,9,Secondary,Employed,Married,1,0,0,3,1,5400000,2.2,1.8,84326000,45384000,1,1,4,14,24,ToServe,3,30
92,Rural,24,Ardebil,Male,37,1,6,Primary,Employed,Married,1,0,0,4,2,31450000,2.7,2.1,89868552,63667552,1,1,4,14,24,House,2,35
92,Rural,5,Kermanshah,Male,36,1,9,Secondary,Employed,Married,1,0,0,3,1,14000000,2.2,1.8,80746964,44913164,1,1,3,11,23,House,3,50
92,Rural,9,Razavi Khorasan,Male,61,0,0,Illiterate,Income without Work,Married,0,0,1,5,0,64600000,3.8,3,135864840,158121940,1,1,4,14,24,House,4,150
92,Rural,30,Alborz,Male,89,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,36000000,1.7,1.5,71691400,78620000,1,1,4,14,24,House,4,80
92,Rural,22,Hormozgan,Male,30,1,12,Secondary,Employed,Divorced,1,0,0,1,0,32500000,1,1,47102388,40599388,NA,1,3,20,30,Free,1,12
92,Rural,3,East Azerbaijan,Male,32,1,9,Secondary,Employed,Married,1,0,0,4,2,-7100000,2.7,2.1,83045552,39537552,1,1,4,11,21,House,3,60
92,Rural,9,Razavi Khorasan,Female,73,0,0,Illiterate,Income without Work,Widowed,0,0,1,1,0,24500000,1,1,49964788,39250388,1,1,4,14,24,House,3,40
92,Rural,0,Markazi,Male,71,0,0,Illiterate,Income without Work,Married,0,0,1,2,0,50000000,1.7,1.5,83466000,67480000,1,1,3,11,23,House,3,70
92,Rural,25,Qom,Male,45,1,8,Secondary,Employed,Married,1,0,0,5,3,60000000,3.2,2.4,128889940,106721940,1,1,4,14,24,House,3,90
92,Rural,22,Hormozgan,Male,43,1,6,Primary,Employed,Married,1,0,0,4,2,31500000,2.7,2.1,98736000,74324000,1,1,3,15,25,House,5,130
92,Rural,3,East Azerbaijan,Male,47,0,0,Illiterate,Employed,Married,1,0,0,4,1,48000000,2.9,2.3,99815552,78497552,1,1,4,14,24,House,3,110
